chr	window	sample1	sample2	ibd_dist	sites
Ha412HOChr01	0	PET0476	PET0475	686	3046
Ha412HOChr01	0	PET0476	PET0471	909	2922
Ha412HOChr01	0	PET0475	PET0471	964	3050
Ha412HOChr01	0	PET0477	PET0476	759	3048
Ha412HOChr01	0	PET0477	PET0475	910	3160
Ha412HOChr01	0	PET0477	PET0471	982.5	3036
Ha412HOChr01	1000000	PET0476	PET0475	1540.5	6082
Ha412HOChr01	1000000	PET0476	PET0471	2142.5	5982
Ha412HOChr01	1000000	PET0475	PET0471	2338.5	6072
Ha412HOChr01	1000000	PET0477	PET0476	2162.5	5954
Ha412HOChr01	1000000	PET0477	PET0475	2220	6066
Ha412HOChr01	1000000	PET0477	PET0471	2072.5	6080
Ha412HOChr01	10000000	PET0476	PET0475	1449	4452
Ha412HOChr01	10000000	PET0476	PET0471	1403.5	3972
Ha412HOChr01	10000000	PET0475	PET0471	1498.5	4202
Ha412HOChr01	10000000	PET0477	PET0476	1722.5	4462
Ha412HOChr01	10000000	PET0477	PET0475	1482	4716
Ha412HOChr01	10000000	PET0477	PET0471	1501.5	4254
Ha412HOChr01	100000000	PET0476	PET0475	241.5	948
Ha412HOChr01	100000000	PET0476	PET0471	307	920
Ha412HOChr01	100000000	PET0475	PET0471	294	964
Ha412HOChr01	100000000	PET0477	PET0476	259	976
Ha412HOChr01	100000000	PET0477	PET0475	280	1010
Ha412HOChr01	100000000	PET0477	PET0471	319	990
Ha412HOChr01	101000000	PET0476	PET0475	360.5	1504
Ha412HOChr01	101000000	PET0476	PET0471	472	1444
Ha412HOChr01	101000000	PET0475	PET0471	477	1512
Ha412HOChr01	101000000	PET0477	PET0476	341	1462
Ha412HOChr01	101000000	PET0477	PET0475	291.5	1520
Ha412HOChr01	101000000	PET0477	PET0471	455.5	1486
Ha412HOChr01	102000000	PET0476	PET0475	750.5	3050
Ha412HOChr01	102000000	PET0476	PET0471	1000	3112
Ha412HOChr01	102000000	PET0475	PET0471	1043	3172
Ha412HOChr01	102000000	PET0477	PET0476	687	3042
Ha412HOChr01	102000000	PET0477	PET0475	846	3158
Ha412HOChr01	102000000	PET0477	PET0471	1197	3176
Ha412HOChr01	103000000	PET0476	PET0475	879	2712
Ha412HOChr01	103000000	PET0476	PET0471	915.5	2536
Ha412HOChr01	103000000	PET0475	PET0471	661	2736
Ha412HOChr01	103000000	PET0477	PET0476	771	2652
Ha412HOChr01	103000000	PET0477	PET0475	870.5	2878
Ha412HOChr01	103000000	PET0477	PET0471	943	2664
Ha412HOChr01	104000000	PET0476	PET0475	1424	3248
Ha412HOChr01	104000000	PET0476	PET0471	1495.5	3282
Ha412HOChr01	104000000	PET0475	PET0471	1065	3452
Ha412HOChr01	104000000	PET0477	PET0476	916	3416
Ha412HOChr01	104000000	PET0477	PET0475	1243.5	3514
Ha412HOChr01	104000000	PET0477	PET0471	1235	3516
Ha412HOChr01	105000000	PET0476	PET0475	228	1272
Ha412HOChr01	105000000	PET0476	PET0471	440.5	1248
Ha412HOChr01	105000000	PET0475	PET0471	459.5	1290
Ha412HOChr01	105000000	PET0477	PET0476	175	1326
Ha412HOChr01	105000000	PET0477	PET0475	227.5	1378
Ha412HOChr01	105000000	PET0477	PET0471	471.5	1358
Ha412HOChr01	106000000	PET0476	PET0475	543	2870
Ha412HOChr01	106000000	PET0476	PET0471	1016.5	2794
Ha412HOChr01	106000000	PET0475	PET0471	1142.5	2884
Ha412HOChr01	106000000	PET0477	PET0476	368	2950
Ha412HOChr01	106000000	PET0477	PET0475	581	3074
Ha412HOChr01	106000000	PET0477	PET0471	1119.5	3016
Ha412HOChr01	107000000	PET0476	PET0475	1373	3498
Ha412HOChr01	107000000	PET0476	PET0471	1160	3510
Ha412HOChr01	107000000	PET0475	PET0471	1294.5	3816
Ha412HOChr01	107000000	PET0477	PET0476	614	3436
Ha412HOChr01	107000000	PET0477	PET0475	1300.5	3614
Ha412HOChr01	107000000	PET0477	PET0471	1123.5	3612
Ha412HOChr01	108000000	PET0476	PET0475	484.5	1716
Ha412HOChr01	108000000	PET0476	PET0471	501.5	1722
Ha412HOChr01	108000000	PET0475	PET0471	643	1886
Ha412HOChr01	108000000	PET0477	PET0476	325	1708
Ha412HOChr01	108000000	PET0477	PET0475	595	1782
Ha412HOChr01	108000000	PET0477	PET0471	451	1774
Ha412HOChr01	109000000	PET0476	PET0475	645.5	2870
Ha412HOChr01	109000000	PET0476	PET0471	1041.5	2846
Ha412HOChr01	109000000	PET0475	PET0471	1003.5	2886
Ha412HOChr01	109000000	PET0477	PET0476	802	2872
Ha412HOChr01	109000000	PET0477	PET0475	847.5	2906
Ha412HOChr01	109000000	PET0477	PET0471	1051	2926
Ha412HOChr01	11000000	PET0476	PET0475	664.5	2154
Ha412HOChr01	11000000	PET0476	PET0471	749.5	2114
Ha412HOChr01	11000000	PET0475	PET0471	677	2134
Ha412HOChr01	11000000	PET0477	PET0476	618	2096
Ha412HOChr01	11000000	PET0477	PET0475	580	2124
Ha412HOChr01	11000000	PET0477	PET0471	701.5	2092
Ha412HOChr01	110000000	PET0476	PET0475	596	1628
Ha412HOChr01	110000000	PET0476	PET0471	637	1836
Ha412HOChr01	110000000	PET0475	PET0471	435.5	1680
Ha412HOChr01	110000000	PET0477	PET0476	636	1870
Ha412HOChr01	110000000	PET0477	PET0475	501.5	1708
Ha412HOChr01	110000000	PET0477	PET0471	509	1886
Ha412HOChr01	111000000	PET0476	PET0475	727	2340
Ha412HOChr01	111000000	PET0476	PET0471	1142.5	2582
Ha412HOChr01	111000000	PET0475	PET0471	1110.5	2330
Ha412HOChr01	111000000	PET0477	PET0476	1094.5	2706
Ha412HOChr01	111000000	PET0477	PET0475	890.5	2432
Ha412HOChr01	111000000	PET0477	PET0471	829.5	2714
Ha412HOChr01	112000000	PET0476	PET0475	1554	4274
Ha412HOChr01	112000000	PET0476	PET0471	1448	4146
Ha412HOChr01	112000000	PET0475	PET0471	1301.5	4212
Ha412HOChr01	112000000	PET0477	PET0476	1558.5	4240
Ha412HOChr01	112000000	PET0477	PET0475	988.5	4306
Ha412HOChr01	112000000	PET0477	PET0471	1291.5	4320
Ha412HOChr01	113000000	PET0476	PET0475	1356.5	4224
Ha412HOChr01	113000000	PET0476	PET0471	1139.5	4060
Ha412HOChr01	113000000	PET0475	PET0471	1345	4262
Ha412HOChr01	113000000	PET0477	PET0476	1259	4232
Ha412HOChr01	113000000	PET0477	PET0475	1119.5	4478
Ha412HOChr01	113000000	PET0477	PET0471	1392.5	4288
Ha412HOChr01	114000000	PET0476	PET0475	800	2896
Ha412HOChr01	114000000	PET0476	PET0471	475	2816
Ha412HOChr01	114000000	PET0475	PET0471	717.5	2842
Ha412HOChr01	114000000	PET0477	PET0476	622	2922
Ha412HOChr01	114000000	PET0477	PET0475	848.5	2912
Ha412HOChr01	114000000	PET0477	PET0471	588.5	2888
Ha412HOChr01	115000000	PET0476	PET0475	857	3380
Ha412HOChr01	115000000	PET0476	PET0471	992	3348
Ha412HOChr01	115000000	PET0475	PET0471	994	3330
Ha412HOChr01	115000000	PET0477	PET0476	858.5	3512
Ha412HOChr01	115000000	PET0477	PET0475	979	3500
Ha412HOChr01	115000000	PET0477	PET0471	940.5	3466
Ha412HOChr01	116000000	PET0476	PET0475	1552	3850
Ha412HOChr01	116000000	PET0476	PET0471	1558.5	3762
Ha412HOChr01	116000000	PET0475	PET0471	1382.5	3956
Ha412HOChr01	116000000	PET0477	PET0476	1129	3804
Ha412HOChr01	116000000	PET0477	PET0475	1498.5	3970
Ha412HOChr01	116000000	PET0477	PET0471	1494.5	3866
Ha412HOChr01	117000000	PET0476	PET0475	1779	5478
Ha412HOChr01	117000000	PET0476	PET0471	1768.5	5464
Ha412HOChr01	117000000	PET0475	PET0471	1620.5	5554
Ha412HOChr01	117000000	PET0477	PET0476	1863	5536
Ha412HOChr01	117000000	PET0477	PET0475	1884	5620
Ha412HOChr01	117000000	PET0477	PET0471	1915	5586
