chr	window	sample1	sample2	ibd_dist	sites
Ha412HOChr01	0	ANN1322	ANN1303	741	2604
Ha412HOChr01	0	PET0465	ANN1322	1632.5	2604
Ha412HOChr01	0	PET0465	ANN1303	1571	2604
Ha412HOChr01	1000000	ANN1322	ANN1303	1837.5	4734
Ha412HOChr01	1000000	PET0465	ANN1322	2278	4734
Ha412HOChr01	1000000	PET0465	ANN1303	2205	4734
Ha412HOChr01	10000000	ANN1322	ANN1303	1097.5	3208
Ha412HOChr01	10000000	PET0465	ANN1322	1949	3208
Ha412HOChr01	10000000	PET0465	ANN1303	1909.5	3208
Ha412HOChr01	100000000	ANN1322	ANN1303	236.5	968
Ha412HOChr01	100000000	PET0465	ANN1322	542.5	968
Ha412HOChr01	100000000	PET0465	ANN1303	542.5	968
Ha412HOChr01	101000000	ANN1322	ANN1303	448.5	1654
Ha412HOChr01	101000000	PET0465	ANN1322	1034.5	1654
Ha412HOChr01	101000000	PET0465	ANN1303	1027.5	1654
Ha412HOChr01	102000000	ANN1322	ANN1303	1009.5	2978
Ha412HOChr01	102000000	PET0465	ANN1322	1750.5	2978
Ha412HOChr01	102000000	PET0465	ANN1303	1687.5	2978
Ha412HOChr01	103000000	ANN1322	ANN1303	878.5	2432
Ha412HOChr01	103000000	PET0465	ANN1322	1420	2432
Ha412HOChr01	103000000	PET0465	ANN1303	1368.5	2432
Ha412HOChr01	104000000	ANN1322	ANN1303	1161.5	3442
Ha412HOChr01	104000000	PET0465	ANN1322	1949.5	3442
Ha412HOChr01	104000000	PET0465	ANN1303	1829.5	3442
Ha412HOChr01	105000000	ANN1322	ANN1303	305.5	1240
Ha412HOChr01	105000000	PET0465	ANN1322	896	1240
Ha412HOChr01	105000000	PET0465	ANN1303	867.5	1240
Ha412HOChr01	106000000	ANN1322	ANN1303	806	2762
Ha412HOChr01	106000000	PET0465	ANN1322	1802	2762
Ha412HOChr01	106000000	PET0465	ANN1303	1704	2762
Ha412HOChr01	107000000	ANN1322	ANN1303	938	3064
Ha412HOChr01	107000000	PET0465	ANN1322	1898	3064
Ha412HOChr01	107000000	PET0465	ANN1303	1776	3064
Ha412HOChr01	108000000	ANN1322	ANN1303	480.5	1946
Ha412HOChr01	108000000	PET0465	ANN1322	1262.5	1946
Ha412HOChr01	108000000	PET0465	ANN1303	1204	1946
Ha412HOChr01	109000000	ANN1322	ANN1303	743	2494
Ha412HOChr01	109000000	PET0465	ANN1322	1506	2494
Ha412HOChr01	109000000	PET0465	ANN1303	1489.5	2494
Ha412HOChr01	11000000	ANN1322	ANN1303	483	1424
Ha412HOChr01	11000000	PET0465	ANN1322	1027	1424
Ha412HOChr01	11000000	PET0465	ANN1303	921	1424
Ha412HOChr01	110000000	ANN1322	ANN1303	359	1564
Ha412HOChr01	110000000	PET0465	ANN1322	985.5	1564
Ha412HOChr01	110000000	PET0465	ANN1303	968.5	1564
Ha412HOChr01	111000000	ANN1322	ANN1303	531	2458
Ha412HOChr01	111000000	PET0465	ANN1322	1418	2458
Ha412HOChr01	111000000	PET0465	ANN1303	1424.5	2458
Ha412HOChr01	112000000	ANN1322	ANN1303	746	3014
Ha412HOChr01	112000000	PET0465	ANN1322	1780.5	3014
Ha412HOChr01	112000000	PET0465	ANN1303	1795.5	3014
Ha412HOChr01	113000000	ANN1322	ANN1303	1352	3910
Ha412HOChr01	113000000	PET0465	ANN1322	2156	3910
Ha412HOChr01	113000000	PET0465	ANN1303	2137	3910
Ha412HOChr01	114000000	ANN1322	ANN1303	1421	3578
Ha412HOChr01	114000000	PET0465	ANN1322	1854.5	3578
Ha412HOChr01	114000000	PET0465	ANN1303	1838.5	3578
Ha412HOChr01	115000000	ANN1322	ANN1303	1261	3212
Ha412HOChr01	115000000	PET0465	ANN1322	1740	3212
Ha412HOChr01	115000000	PET0465	ANN1303	1767	3212
Ha412HOChr01	116000000	ANN1322	ANN1303	1042	3210
Ha412HOChr01	116000000	PET0465	ANN1322	1749.5	3210
Ha412HOChr01	116000000	PET0465	ANN1303	1740	3210
Ha412HOChr01	117000000	ANN1322	ANN1303	1614.5	4734
