chr	window	sample1	sample2	ibd_dist	sites
Ha412HOChr01	0	HT71_P-002	HT47_P-35	1627	3368
Ha412HOChr01	0	HT71_P-002	HT280_P-13	1537	3888
Ha412HOChr01	0	HT47_P-35	HT280_P-13	1028	3710
Ha412HOChr01	0	Q25_P-076	HT71_P-002	1398	2974
Ha412HOChr01	0	Q25_P-076	HT47_P-35	1524.5	2880
Ha412HOChr01	0	Q25_P-076	HT280_P-13	1965.5	3300
Ha412HOChr01	1000000	HT71_P-002	HT47_P-35	1703.5	3064
Ha412HOChr01	1000000	HT71_P-002	HT280_P-13	1901.5	3784
Ha412HOChr01	1000000	HT47_P-35	HT280_P-13	1070	3204
Ha412HOChr01	1000000	Q25_P-076	HT71_P-002	1423.5	2892
Ha412HOChr01	1000000	Q25_P-076	HT47_P-35	1139	2456
Ha412HOChr01	1000000	Q25_P-076	HT280_P-13	1398	3008
Ha412HOChr01	10000000	HT71_P-002	HT47_P-35	1771	3392
Ha412HOChr01	10000000	HT71_P-002	HT280_P-13	1608.5	3922
Ha412HOChr01	10000000	HT47_P-35	HT280_P-13	1060	3726
Ha412HOChr01	10000000	Q25_P-076	HT71_P-002	1207.5	3088
Ha412HOChr01	10000000	Q25_P-076	HT47_P-35	1563.5	2860
Ha412HOChr01	10000000	Q25_P-076	HT280_P-13	1782	3358
Ha412HOChr01	100000000	HT71_P-002	HT47_P-35	440.5	1308
Ha412HOChr01	100000000	HT71_P-002	HT280_P-13	604.5	1574
Ha412HOChr01	100000000	HT47_P-35	HT280_P-13	536.5	1450
Ha412HOChr01	100000000	Q25_P-076	HT71_P-002	655	1330
Ha412HOChr01	100000000	Q25_P-076	HT47_P-35	613	1234
Ha412HOChr01	100000000	Q25_P-076	HT280_P-13	684	1502
Ha412HOChr01	101000000	HT71_P-002	HT47_P-35	747	1632
Ha412HOChr01	101000000	HT71_P-002	HT280_P-13	652	1904
Ha412HOChr01	101000000	HT47_P-35	HT280_P-13	784	1794
Ha412HOChr01	101000000	Q25_P-076	HT71_P-002	805	1546
Ha412HOChr01	101000000	Q25_P-076	HT47_P-35	426	1466
Ha412HOChr01	101000000	Q25_P-076	HT280_P-13	894	1718
Ha412HOChr01	102000000	HT71_P-002	HT47_P-35	1058.5	2322
Ha412HOChr01	102000000	HT71_P-002	HT280_P-13	852.5	2788
Ha412HOChr01	102000000	HT47_P-35	HT280_P-13	1124.5	2432
Ha412HOChr01	102000000	Q25_P-076	HT71_P-002	737	2390
Ha412HOChr01	102000000	Q25_P-076	HT47_P-35	861	2124
Ha412HOChr01	102000000	Q25_P-076	HT280_P-13	995	2450
Ha412HOChr01	103000000	HT71_P-002	HT47_P-35	1051	2388
Ha412HOChr01	103000000	HT71_P-002	HT280_P-13	713.5	2726
Ha412HOChr01	103000000	HT47_P-35	HT280_P-13	1223	2676
Ha412HOChr01	103000000	Q25_P-076	HT71_P-002	606	2004
Ha412HOChr01	103000000	Q25_P-076	HT47_P-35	818.5	1944
Ha412HOChr01	103000000	Q25_P-076	HT280_P-13	763	2218
Ha412HOChr01	104000000	HT71_P-002	HT47_P-35	1534	3138
Ha412HOChr01	104000000	HT71_P-002	HT280_P-13	1320.5	3718
Ha412HOChr01	104000000	HT47_P-35	HT280_P-13	1508.5	3378
Ha412HOChr01	104000000	Q25_P-076	HT71_P-002	1241	2572
Ha412HOChr01	104000000	Q25_P-076	HT47_P-35	1079.5	2324
Ha412HOChr01	104000000	Q25_P-076	HT280_P-13	1334.5	2766
Ha412HOChr01	105000000	HT71_P-002	HT47_P-35	491	1308
Ha412HOChr01	105000000	HT71_P-002	HT280_P-13	445.5	1478
Ha412HOChr01	105000000	HT47_P-35	HT280_P-13	553	1390
Ha412HOChr01	105000000	Q25_P-076	HT71_P-002	565.5	1150
Ha412HOChr01	105000000	Q25_P-076	HT47_P-35	456	1112
Ha412HOChr01	105000000	Q25_P-076	HT280_P-13	635	1230
Ha412HOChr01	106000000	HT71_P-002	HT47_P-35	906	2080
Ha412HOChr01	106000000	HT71_P-002	HT280_P-13	798	2400
Ha412HOChr01	106000000	HT47_P-35	HT280_P-13	1062	2216
Ha412HOChr01	106000000	Q25_P-076	HT71_P-002	805.5	1894
Ha412HOChr01	106000000	Q25_P-076	HT47_P-35	568	1740
Ha412HOChr01	106000000	Q25_P-076	HT280_P-13	946.5	2032
Ha412HOChr01	107000000	HT71_P-002	HT47_P-35	991.5	1884
Ha412HOChr01	107000000	HT71_P-002	HT280_P-13	840	2290
Ha412HOChr01	107000000	HT47_P-35	HT280_P-13	870	2036
Ha412HOChr01	107000000	Q25_P-076	HT71_P-002	914.5	1776
Ha412HOChr01	107000000	Q25_P-076	HT47_P-35	637.5	1596
Ha412HOChr01	107000000	Q25_P-076	HT280_P-13	970	1910
Ha412HOChr01	108000000	HT71_P-002	HT47_P-35	1633.5	3094
Ha412HOChr01	108000000	HT71_P-002	HT280_P-13	1564	3820
Ha412HOChr01	108000000	HT47_P-35	HT280_P-13	2042	3370
Ha412HOChr01	108000000	Q25_P-076	HT71_P-002	1419.5	2784
Ha412HOChr01	108000000	Q25_P-076	HT47_P-35	578	2534
Ha412HOChr01	108000000	Q25_P-076	HT280_P-13	1786	3030
