chr	window	sample1	sample2	ibd_dist	sites
Ha412HOChr01	0	ANN1344	HT301_MB1W_16B	1592	3410
Ha412HOChr01	0	DEB_1136	ANN1344	1929	3410
Ha412HOChr01	0	DEB_1136	HT301_MB1W_16B	1870	3410
Ha412HOChr01	1000000	ANN1344	HT301_MB1W_16B	1992.5	4440
Ha412HOChr01	1000000	DEB_1136	ANN1344	2181	4440
Ha412HOChr01	1000000	DEB_1136	HT301_MB1W_16B	2079	4440
Ha412HOChr01	10000000	ANN1344	HT301_MB1W_16B	1494	3338
Ha412HOChr01	10000000	DEB_1136	ANN1344	1917.5	3338
Ha412HOChr01	10000000	DEB_1136	HT301_MB1W_16B	1725	3338
Ha412HOChr01	100000000	ANN1344	HT301_MB1W_16B	247	840
Ha412HOChr01	100000000	DEB_1136	ANN1344	431	840
Ha412HOChr01	100000000	DEB_1136	HT301_MB1W_16B	399	840
Ha412HOChr01	101000000	ANN1344	HT301_MB1W_16B	382	1256
Ha412HOChr01	101000000	DEB_1136	ANN1344	795.5	1256
Ha412HOChr01	101000000	DEB_1136	HT301_MB1W_16B	782.5	1256
Ha412HOChr01	102000000	ANN1344	HT301_MB1W_16B	1152.5	2920
Ha412HOChr01	102000000	DEB_1136	ANN1344	1548.5	2920
Ha412HOChr01	102000000	DEB_1136	HT301_MB1W_16B	1498.5	2920
Ha412HOChr01	103000000	ANN1344	HT301_MB1W_16B	1062.5	2274
Ha412HOChr01	103000000	DEB_1136	ANN1344	1319.5	2274
Ha412HOChr01	103000000	DEB_1136	HT301_MB1W_16B	1264	2274
Ha412HOChr01	104000000	ANN1344	HT301_MB1W_16B	1120	2740
Ha412HOChr01	104000000	DEB_1136	ANN1344	1630	2740
Ha412HOChr01	104000000	DEB_1136	HT301_MB1W_16B	1589	2740
Ha412HOChr01	105000000	ANN1344	HT301_MB1W_16B	171.5	928
Ha412HOChr01	105000000	DEB_1136	ANN1344	714	928
Ha412HOChr01	105000000	DEB_1136	HT301_MB1W_16B	691	928
Ha412HOChr01	106000000	ANN1344	HT301_MB1W_16B	714	1928
Ha412HOChr01	106000000	DEB_1136	ANN1344	1244	1928
Ha412HOChr01	106000000	DEB_1136	HT301_MB1W_16B	1188	1928
Ha412HOChr01	107000000	ANN1344	HT301_MB1W_16B	943.5	2494
Ha412HOChr01	107000000	DEB_1136	ANN1344	1370	2494
Ha412HOChr01	107000000	DEB_1136	HT301_MB1W_16B	1410	2494
Ha412HOChr01	108000000	ANN1344	HT301_MB1W_16B	589	1922
Ha412HOChr01	108000000	DEB_1136	ANN1344	1209.5	1922
Ha412HOChr01	108000000	DEB_1136	HT301_MB1W_16B	1135	1922
Ha412HOChr01	109000000	ANN1344	HT301_MB1W_16B	1003.5	2692
Ha412HOChr01	109000000	DEB_1136	ANN1344	1577.5	2692
Ha412HOChr01	109000000	DEB_1136	HT301_MB1W_16B	1538	2692
Ha412HOChr01	11000000	ANN1344	HT301_MB1W_16B	657.5	1636
Ha412HOChr01	11000000	DEB_1136	ANN1344	993.5	1636
Ha412HOChr01	11000000	DEB_1136	HT301_MB1W_16B	890	1636
Ha412HOChr01	110000000	ANN1344	HT301_MB1W_16B	635	1534
Ha412HOChr01	110000000	DEB_1136	ANN1344	951.5	1534
Ha412HOChr01	110000000	DEB_1136	HT301_MB1W_16B	897	1534
Ha412HOChr01	111000000	ANN1344	HT301_MB1W_16B	713	2102
Ha412HOChr01	111000000	DEB_1136	ANN1344	1263.5	2102
Ha412HOChr01	111000000	DEB_1136	HT301_MB1W_16B	1165	2102
Ha412HOChr01	112000000	ANN1344	HT301_MB1W_16B	880	2976
Ha412HOChr01	112000000	DEB_1136	ANN1344	1849.5	2976
Ha412HOChr01	112000000	DEB_1136	HT301_MB1W_16B	1834	2976
Ha412HOChr01	113000000	ANN1344	HT301_MB1W_16B	1503	3744
Ha412HOChr01	113000000	DEB_1136	ANN1344	2157	3744
Ha412HOChr01	113000000	DEB_1136	HT301_MB1W_16B	2124	3744
Ha412HOChr01	114000000	ANN1344	HT301_MB1W_16B	1239.5	3048
Ha412HOChr01	114000000	DEB_1136	ANN1344	1725.5	3048
Ha412HOChr01	114000000	DEB_1136	HT301_MB1W_16B	1692	3048
Ha412HOChr01	115000000	ANN1344	HT301_MB1W_16B	1204.5	2922
Ha412HOChr01	115000000	DEB_1136	ANN1344	1650.5	2922
Ha412HOChr01	115000000	DEB_1136	HT301_MB1W_16B	1644.5	2922
Ha412HOChr01	116000000	ANN1344	HT301_MB1W_16B	1377	2834
Ha412HOChr01	116000000	DEB_1136	ANN1344	1472.5	2834
Ha412HOChr01	116000000	DEB_1136	HT301_MB1W_16B	1526	2834
Ha412HOChr01	117000000	ANN1344	HT301_MB1W_16B	1667	4066
Ha412HOChr01	117000000	DEB_1136	ANN1344	2211	4066
Ha412HOChr01	117000000	DEB_1136	HT301_MB1W_16B	2192.5	4066
Ha412HOChr01	118000000	ANN1344	HT301_MB1W_16B	1709.5	4280
Ha412HOChr01	118000000	DEB_1136	ANN1344	2610.5	4280
Ha412HOChr01	118000000	DEB_1136	HT301_MB1W_16B	2530	4280
Ha412HOChr01	119000000	ANN1344	HT301_MB1W_16B	914.5	2588
Ha412HOChr01	119000000	DEB_1136	ANN1344	1446.5	2588
Ha412HOChr01	119000000	DEB_1136	HT301_MB1W_16B	1496.5	2588
Ha412HOChr01	12000000	ANN1344	HT301_MB1W_16B	433.5	1870
Ha412HOChr01	12000000	DEB_1136	ANN1344	1126	1870
Ha412HOChr01	12000000	DEB_1136	HT301_MB1W_16B	1103	1870
Ha412HOChr01	120000000	ANN1344	HT301_MB1W_16B	1667	3722
Ha412HOChr01	120000000	DEB_1136	ANN1344	2043.5	3722
Ha412HOChr01	120000000	DEB_1136	HT301_MB1W_16B	2035.5	3722
Ha412HOChr01	121000000	ANN1344	HT301_MB1W_16B	1999.5	4678
Ha412HOChr01	121000000	DEB_1136	ANN1344	2389.5	4678
Ha412HOChr01	121000000	DEB_1136	HT301_MB1W_16B	2391	4678
Ha412HOChr01	122000000	ANN1344	HT301_MB1W_16B	1292	2990
Ha412HOChr01	122000000	DEB_1136	ANN1344	1347	2990
Ha412HOChr01	122000000	DEB_1136	HT301_MB1W_16B	1247	2990
Ha412HOChr01	123000000	ANN1344	HT301_MB1W_16B	2137.5	4614
Ha412HOChr01	123000000	DEB_1136	ANN1344	2193	4614
