chr	window	sample1	sample2	ibd_dist	sites
Ha412HOChr01	0	PET0434	PET0432	1061.5	2858
Ha412HOChr01	0	PET0434	PET0437	1133.5	2858
Ha412HOChr01	0	PET0432	PET0437	1255.5	2858
Ha412HOChr01	0	PET0440	PET0434	1032.5	2858
Ha412HOChr01	0	PET0440	PET0432	844	2858
Ha412HOChr01	0	PET0440	PET0437	1258	2858
Ha412HOChr01	1000000	PET0434	PET0432	1757.5	5090
Ha412HOChr01	1000000	PET0434	PET0437	2111	5090
Ha412HOChr01	1000000	PET0432	PET0437	1988	5090
Ha412HOChr01	1000000	PET0440	PET0434	1681	5090
Ha412HOChr01	1000000	PET0440	PET0432	1631	5090
Ha412HOChr01	1000000	PET0440	PET0437	2128	5090
Ha412HOChr01	10000000	PET0434	PET0432	1157	3334
Ha412HOChr01	10000000	PET0434	PET0437	1351	3334
Ha412HOChr01	10000000	PET0432	PET0437	1046	3334
Ha412HOChr01	10000000	PET0440	PET0434	1085.5	3334
Ha412HOChr01	10000000	PET0440	PET0432	1098	3334
Ha412HOChr01	10000000	PET0440	PET0437	1365.5	3334
Ha412HOChr01	100000000	PET0434	PET0432	110	704
Ha412HOChr01	100000000	PET0434	PET0437	231	704
Ha412HOChr01	100000000	PET0432	PET0437	237	704
Ha412HOChr01	100000000	PET0440	PET0434	122.5	704
Ha412HOChr01	100000000	PET0440	PET0432	94.5	704
Ha412HOChr01	100000000	PET0440	PET0437	195	704
Ha412HOChr01	101000000	PET0434	PET0432	343	1106
Ha412HOChr01	101000000	PET0434	PET0437	459	1106
Ha412HOChr01	101000000	PET0432	PET0437	297.5	1106
Ha412HOChr01	101000000	PET0440	PET0434	425	1106
Ha412HOChr01	101000000	PET0440	PET0432	239	1106
Ha412HOChr01	101000000	PET0440	PET0437	172	1106
Ha412HOChr01	102000000	PET0434	PET0432	540	2098
Ha412HOChr01	102000000	PET0434	PET0437	751	2098
Ha412HOChr01	102000000	PET0432	PET0437	452.5	2098
Ha412HOChr01	102000000	PET0440	PET0434	584	2098
Ha412HOChr01	102000000	PET0440	PET0432	202	2098
Ha412HOChr01	102000000	PET0440	PET0437	352.5	2098
Ha412HOChr01	103000000	PET0434	PET0432	298.5	1556
Ha412HOChr01	103000000	PET0434	PET0437	404	1556
Ha412HOChr01	103000000	PET0432	PET0437	358	1556
Ha412HOChr01	103000000	PET0440	PET0434	257.5	1556
Ha412HOChr01	103000000	PET0440	PET0432	157	1556
Ha412HOChr01	103000000	PET0440	PET0437	299	1556
Ha412HOChr01	104000000	PET0434	PET0432	665	2260
Ha412HOChr01	104000000	PET0434	PET0437	850	2260
Ha412HOChr01	104000000	PET0432	PET0437	607	2260
Ha412HOChr01	104000000	PET0440	PET0434	696.5	2260
Ha412HOChr01	104000000	PET0440	PET0432	172	2260
Ha412HOChr01	104000000	PET0440	PET0437	616	2260
Ha412HOChr01	105000000	PET0434	PET0432	78	708
Ha412HOChr01	105000000	PET0434	PET0437	108	708
Ha412HOChr01	105000000	PET0432	PET0437	63	708
Ha412HOChr01	105000000	PET0440	PET0434	88	708
Ha412HOChr01	105000000	PET0440	PET0432	25	708
Ha412HOChr01	105000000	PET0440	PET0437	67	708
Ha412HOChr01	106000000	PET0434	PET0432	418	1786
Ha412HOChr01	106000000	PET0434	PET0437	584	1786
Ha412HOChr01	106000000	PET0432	PET0437	516	1786
Ha412HOChr01	106000000	PET0440	PET0434	418	1786
Ha412HOChr01	106000000	PET0440	PET0432	51	1786
Ha412HOChr01	106000000	PET0440	PET0437	516	1786
Ha412HOChr01	107000000	PET0434	PET0432	730.5	2630
Ha412HOChr01	107000000	PET0434	PET0437	749.5	2630
Ha412HOChr01	107000000	PET0432	PET0437	825	2630
Ha412HOChr01	107000000	PET0440	PET0434	888.5	2630
Ha412HOChr01	107000000	PET0440	PET0432	359.5	2630
Ha412HOChr01	107000000	PET0440	PET0437	964	2630
Ha412HOChr01	108000000	PET0434	PET0432	326.5	1266
Ha412HOChr01	108000000	PET0434	PET0437	335.5	1266
Ha412HOChr01	108000000	PET0432	PET0437	284	1266
Ha412HOChr01	108000000	PET0440	PET0434	390	1266
Ha412HOChr01	108000000	PET0440	PET0432	290	1266
Ha412HOChr01	108000000	PET0440	PET0437	368	1266
Ha412HOChr01	109000000	PET0434	PET0432	651	2080
Ha412HOChr01	109000000	PET0434	PET0437	736	2080
Ha412HOChr01	109000000	PET0432	PET0437	644	2080
Ha412HOChr01	109000000	PET0440	PET0434	973	2080
Ha412HOChr01	109000000	PET0440	PET0432	953	2080
Ha412HOChr01	109000000	PET0440	PET0437	511	2080
Ha412HOChr01	11000000	PET0434	PET0432	438.5	1370
Ha412HOChr01	11000000	PET0434	PET0437	473	1370
Ha412HOChr01	11000000	PET0432	PET0437	427	1370
Ha412HOChr01	11000000	PET0440	PET0434	393.5	1370
Ha412HOChr01	11000000	PET0440	PET0432	402.5	1370
Ha412HOChr01	11000000	PET0440	PET0437	505.5	1370
Ha412HOChr01	110000000	PET0434	PET0432	216	1196
Ha412HOChr01	110000000	PET0434	PET0437	230.5	1196
Ha412HOChr01	110000000	PET0432	PET0437	234	1196
Ha412HOChr01	110000000	PET0440	PET0434	386.5	1196
Ha412HOChr01	110000000	PET0440	PET0432	385	1196
Ha412HOChr01	110000000	PET0440	PET0437	405.5	1196
Ha412HOChr01	111000000	PET0434	PET0432	699	1792
Ha412HOChr01	111000000	PET0434	PET0437	505	1792
Ha412HOChr01	111000000	PET0432	PET0437	652.5	1792
Ha412HOChr01	111000000	PET0440	PET0434	537.5	1792
Ha412HOChr01	111000000	PET0440	PET0432	861.5	1792
Ha412HOChr01	111000000	PET0440	PET0437	524.5	1792
Ha412HOChr01	112000000	PET0434	PET0432	1005	2478
Ha412HOChr01	112000000	PET0434	PET0437	686.5	2478
Ha412HOChr01	112000000	PET0432	PET0437	1025	2478
Ha412HOChr01	112000000	PET0440	PET0434	674	2478
Ha412HOChr01	112000000	PET0440	PET0432	1407.5	2478
Ha412HOChr01	112000000	PET0440	PET0437	644.5	2478
Ha412HOChr01	113000000	PET0434	PET0432	869	2862
Ha412HOChr01	113000000	PET0434	PET0437	762	2862
Ha412HOChr01	113000000	PET0432	PET0437	875.5	2862
Ha412HOChr01	113000000	PET0440	PET0434	916.5	2862
Ha412HOChr01	113000000	PET0440	PET0432	1004.5	2862
Ha412HOChr01	113000000	PET0440	PET0437	976	2862
Ha412HOChr01	114000000	PET0434	PET0432	539	2286
Ha412HOChr01	114000000	PET0434	PET0437	649	2286
Ha412HOChr01	114000000	PET0432	PET0437	601	2286
Ha412HOChr01	114000000	PET0440	PET0434	542	2286
Ha412HOChr01	114000000	PET0440	PET0432	430	2286
Ha412HOChr01	114000000	PET0440	PET0437	659.5	2286
Ha412HOChr01	115000000	PET0434	PET0432	681.5	2322
Ha412HOChr01	115000000	PET0434	PET0437	681	2322
Ha412HOChr01	115000000	PET0432	PET0437	518	2322
Ha412HOChr01	115000000	PET0440	PET0434	719	2322
Ha412HOChr01	115000000	PET0440	PET0432	602.5	2322
Ha412HOChr01	115000000	PET0440	PET0437	428.5	2322
Ha412HOChr01	116000000	PET0434	PET0432	644	2628
Ha412HOChr01	116000000	PET0434	PET0437	939.5	2628
Ha412HOChr01	116000000	PET0432	PET0437	855	2628
Ha412HOChr01	116000000	PET0440	PET0434	1078.5	2628
Ha412HOChr01	116000000	PET0440	PET0432	1055	2628
Ha412HOChr01	116000000	PET0440	PET0437	940	2628
Ha412HOChr01	117000000	PET0434	PET0432	1002.5	3778
Ha412HOChr01	117000000	PET0434	PET0437	1205.5	3778
Ha412HOChr01	117000000	PET0432	PET0437	1520.5	3778
Ha412HOChr01	117000000	PET0440	PET0434	1448	3778
Ha412HOChr01	117000000	PET0440	PET0432	1589	3778
Ha412HOChr01	117000000	PET0440	PET0437	1013	3778
Ha412HOChr01	118000000	PET0434	PET0432	840.5	2998
Ha412HOChr01	118000000	PET0434	PET0437	963.5	2998
Ha412HOChr01	118000000	PET0432	PET0437	1136.5	2998
Ha412HOChr01	118000000	PET0440	PET0434	749	2998
Ha412HOChr01	118000000	PET0440	PET0432	1129.5	2998
Ha412HOChr01	118000000	PET0440	PET0437	715.5	2998
Ha412HOChr01	119000000	PET0434	PET0432	523.5	1752
Ha412HOChr01	119000000	PET0434	PET0437	393	1752
Ha412HOChr01	119000000	PET0432	PET0437	569	1752
Ha412HOChr01	119000000	PET0440	PET0434	443	1752
Ha412HOChr01	119000000	PET0440	PET0432	762	1752
Ha412HOChr01	119000000	PET0440	PET0437	398	1752
Ha412HOChr01	12000000	PET0434	PET0432	559	1872
Ha412HOChr01	12000000	PET0434	PET0437	752.5	1872
Ha412HOChr01	12000000	PET0432	PET0437	682	1872
Ha412HOChr01	12000000	PET0440	PET0434	492.5	1872
Ha412HOChr01	12000000	PET0440	PET0432	516	1872
Ha412HOChr01	12000000	PET0440	PET0437	716.5	1872
Ha412HOChr01	120000000	PET0434	PET0432	981	2622
Ha412HOChr01	120000000	PET0434	PET0437	1610.5	2622
Ha412HOChr01	120000000	PET0432	PET0437	907	2622
Ha412HOChr01	120000000	PET0440	PET0434	1645	2622
Ha412HOChr01	120000000	PET0440	PET0432	979	2622
Ha412HOChr01	120000000	PET0440	PET0437	212	2622
Ha412HOChr01	121000000	PET0434	PET0432	1268.5	4402
Ha412HOChr01	121000000	PET0434	PET0437	1742	4402
Ha412HOChr01	121000000	PET0432	PET0437	1414.5	4402
Ha412HOChr01	121000000	PET0440	PET0434	2000.5	4402
Ha412HOChr01	121000000	PET0440	PET0432	1811	4402
Ha412HOChr01	121000000	PET0440	PET0437	1358	4402
Ha412HOChr01	122000000	PET0434	PET0432	644	2508
Ha412HOChr01	122000000	PET0434	PET0437	644	2508
Ha412HOChr01	122000000	PET0432	PET0437	485.5	2508
Ha412HOChr01	122000000	PET0440	PET0434	1136.5	2508
Ha412HOChr01	122000000	PET0440	PET0432	1096.5	2508
Ha412HOChr01	122000000	PET0440	PET0437	1149.5	2508
Ha412HOChr01	123000000	PET0434	PET0432	1475.5	3842
Ha412HOChr01	123000000	PET0434	PET0437	1341.5	3842
Ha412HOChr01	123000000	PET0432	PET0437	1191	3842
